uid	name	rank	parent	description	last_modified	common_name	species_count	split1	short_description
76	Ideoroncidae	family	Pseudoscorpiones	An order of parasitic mites, often found on birds and mammals, where they can cause skin irritation and sometimes transmit pathogens. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	Pseudoscorpions	1	0	An order of parasitic mites, often found on birds and mammals, where they can cause skin irritation and sometimes transmit pathogens.

77	Unionicolidae	family	Trombidiformes	An order of mites, commonly found living in association with freshwater mussels, where they play a role in the aquatic ecosystem. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	aquatic mites	2	0	An order of mites, commonly found living in association with freshwater mussels, where they play a role in the aquatic ecosystem.

78	Blaniulidae	family	Julida	Order of slender millipedes with numerous segments, adapted to moist environments and specializing in decomposing organic matter. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	spotted snake millipedes	1	0	Order of slender millipedes with numerous segments, adapted to moist environments and specializing in decomposing organic matter.

79	Scarabaeidae	family	Coleoptera	An order of beetles, commonly known as dung beetles, which are vital to ecosystems by recycling nutrients through their dung burial habits. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	scarab beetles	21	0	An order of beetles, commonly known as dung beetles, which are vital to ecosystems by recycling nutrients through their dung burial habits.

80	Julidae	family	Julida	An order of millipedes, typically found in decaying organic matter, where they play an important role in breaking down plant material. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	european millipedes	3	0	An order of millipedes, typically found in decaying organic matter, where they play an important role in breaking down plant material.

81	Pseudophasmatidae	family	Phasmatodea	An order of stick insects, characterized by their long, stick-like bodies which help them camouflage among plants and leaves. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	striped walkingsticks	2	0	An order of stick insects, characterized by their long, stick-like bodies which help them camouflage among plants and leaves.

82	Phasmatidae	family	Phasmatodea	Phasmatidae, or giant stick insects, are herbivorous insects known for their exceptional camouflage, mimicking twigs and leaves. Native to tropical and subtropical forests, they feed on foliage and are primarily nocturnal. Their ecological role includes controlling plant growth and serving as prey for birds and reptiles; many species exhibit parthenogenesis and have slow movements for stealth. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	stick insects	9	0	Phasmatidae, or giant stick insects, are herbivorous insects known for their exceptional camouflage, mimicking twigs and leaves.

83	Pieridae	family	Lepidoptera	An order of butterflies, commonly known as the whites, yellows, and sulfurs, characterized by their pale-colored wings and widespread distribution. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	whites and sulfurs	3	0	An order of butterflies, commonly known as the whites, yellows, and sulfurs, characterized by their pale-colored wings and widespread distribution.

84	Phrynichidae	family	Amblypygi	An order of amphibians known as the mud puppies, often found in moist environments and characterized by their semi-aquatic lifestyles. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	whip spiders	4	0	An order of amphibians known as the mud puppies, often found in moist environments and characterized by their semi-aquatic lifestyles.

85	Trogiidae	family	Psocodea	An order of tiny, wood-boring beetles, often found in decaying wood or tree stumps where they contribute to the breakdown of organic material. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-05-02 00:07:11	granary booklice	2	0	An order of tiny, wood-boring beetles, often found in decaying wood or tree stumps where they contribute to the breakdown of organic material.

86	Corduliidae	family	Odonata	Order of dragonflies called emeralds, recognized by their metallic green sheen and rapid, agile flight over water. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	emerald dragonflies	4	0	Order of dragonflies called emeralds, recognized by their metallic green sheen and rapid, agile flight over water.

87	Protoneuridae	family	Odonata	An order of dragonflies, known for their small size and preference for habitats near water where they hunt flying insects. Members of this group often exhibit specialized adaptations that support their role in ecosystem processes and species interactions.	2025-04-30 23:51:58	threadtail damselflies	1	0	An order of dragonflies, known for their small size and preference for habitats near water where they hunt flying insects.
